Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,7,0,State - NCT OF DELHI,Rural,60-64,11624,5700,5924,5432,1275,4157,6192,4425,1767,281,163,118,318,170,148,1498,813,685,1074,760,314,1649,1378,271,637,551,86,4,3,1,51,20,31,670,561,109,10,6,4
C2308,7,0,State - NCT OF DELHI,Rural,65-69,6123,3125,2998,3060,750,2310,3063,2375,688,162,110,52,150,80,70,669,397,272,568,469,99,894,781,113,270,240,30,2,1,1,42,28,14,296,265,31,10,4,6
C2308,7,0,State - NCT OF DELHI,Rural,70-74,4318,2171,2147,2429,650,1779,1889,1521,368,106,65,41,97,67,30,447,273,174,330,287,43,548,510,38,145,134,11,2,0,2,16,9,7,192,171,21,6,5,1
C2308,7,0,State - NCT OF DELHI,Rural,75-79,2047,980,1067,1312,376,936,735,604,131,53,35,18,59,47,12,173,120,53,118,101,17,192,178,14,46,43,3,0,0,0,11,10,1,80,69,11,3,1,2
C2308,7,0,State - NCT OF DELHI,Rural,80+,3022,1482,1540,2114,807,1307,908,675,233,67,32,35,73,61,12,236,168,68,151,115,36,222,181,41,64,43,21,2,2,0,5,3,2,86,68,18,2,2,0
C2308,7,0,State - NCT OF DELHI,Rural,Age not stated,517,281,236,175,91,84,342,190,152,52,32,20,63,31,32,57,28,29,41,24,17,43,27,16,42,23,19,0,0,0,9,4,5,32,18,14,3,3,0
C2308,7,0,State - NCT OF DELHI,Urban,All ages,16368899,8761005,7607894,3927732,1740476,2187256,12441167,7020529,5420638,445242,235492,209750,1417667,774380,643287,2171483,1165725,1005758,1878672,1069923,808749,2124388,1279357,845031,1556245,903296,652949,12395,6355,6040,91869,60255,31614,2729286,1518247,1211039,13920,7499,6421
C2308,7,0,State - NCT OF DELHI,Urban,0-6,1955738,1044181,911557,1955738,1044181,911557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,7,0,State - NCT OF DELHI,Urban,7,297785,159059,138726,59496,31534,27962,238289,127525,110764,3246,1887,1359,234015,125041,108974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,597,431
C2308,7,0,State - NCT OF DELHI,Urban,8,299855,162049,137806,25504,13463,12041,274351,148586,125765,2678,1544,1134,271177,146755,124422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,287,209
C2308,7,0,State - NCT OF DELHI,Urban,9,282075,153355,128720,18053,9416,8637,264022,143939,120083,2355,1375,980,239919,131274,108645,21441,11105,10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,185,122
C2308,7,0,State - NCT OF DELHI,Urban,10,353069,193928,159141,23954,12620,11334,329115,181308,147807,3007,1743,1264,230607,128930,101677,95205,50449,44756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,186,110
C2308,7,0,State - NCT OF DELHI,Urban,11,305176,166010,139166,13021,6759,6262,292155,159251,132904,2693,1545,1148,106088,59553,46535,183160,98040,85120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,113,101
C2308,7,0,State - NCT OF DELHI,Urban,12,326160,177797,148363,12728,6615,6113,313432,171182,142250,2927,1713,1214,54227,30576,23651,230479,125537,104942,25583,13236,12347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,120,96
C2308,7,0,State - NCT OF DELHI,Urban,13,301629,161732,139897,10455,5165,5290,291174,156567,134607,2737,1544,1193,24222,13338,10884,185682,101418,84264,78343,40159,38184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,108,82
C2308,7,0,State - NCT OF DELHI,Urban,14,316230,170500,145730,12001,5925,6076,304229,164575,139654,3107,1763,1344,13881,7741,6140,111116,62370,48746,175932,92588,83344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,113,80
C2308,7,0,State - NCT OF DELHI,Urban,15,325544,178022,147522,15689,8274,7415,309855,169748,140107,3527,2108,1419,9585,5569,4016,63407,36471,26936,168433,92098,76335,64696,33381,31315,0,0,0,0,0,0,0,0,0,0,0,0,207,121,86
C2308,7,0,State - NCT OF DELHI,Urban,16,318562,174176,144386,15697,8355,7342,302865,165821,137044,4040,2332,1708,7579,4450,3129,42967,24604,18363,110606,62291,48315,137484,72024,65460,0,0,0,0,0,0,0,0,0,0,0,0,189,120,69
C2308,7,0,State - NCT OF DELHI,Urban,17,301475,166876,134599,14423,7726,6697,287052,159150,127902,4498,2648,1850,6182,3771,2411,33545,19716,13829,64300,37330,26970,178331,95575,82756,0,0,0,0,0,0,0,0,0,0,0,0,196,110,86
C2308,7,0,State - NCT OF DELHI,Urban,18,374003,212106,161897,25807,14264,11543,348196,197842,150354,7535,4572,2963,8628,5559,3069,46760,28536,18224,58544,35344,23200,104022,60299,43723,119076,61483,57593,346,175,171,3008,1719,1289,0,0,0,277,155,122
C2308,7,0,State - NCT OF DELHI,Urban,19,303424,169022,134402,17304,8739,8565,286120,160283,125837,6909,3993,2916,5977,3707,2270,34147,20691,13456,37911,22342,15569,56873,33616,23257,139533,73265,66268,469,244,225,4051,2278,1773,0,0,0,250,147,103
C2308,7,0,State - NCT OF DELHI,Urban,20-24,1719653,927606,792047,138710,58817,79893,1580943,868789,712154,57241,31068,26173,31020,18425,12595,196817,113741,83076,219425,125040,94385,243504,139705,103799,379614,208601,171013,2547,1327,1220,19943,11821,8122,429351,218245,211106,1481,816,665
C2308,7,0,State - NCT OF DELHI,Urban,25-29,1629076,857612,771464,173479,62665,110814,1455597,794947,660650,70420,37066,33354,28181,14880,13301,171742,92709,79033,213129,122597,90532,248000,146638,101362,198686,112190,86496,1730,898,832,12181,7794,4387,510218,259479,250739,1310,696,614
C2308,7,0,State - NCT OF DELHI,Urban,30-34,1400866,740024,660842,189803,62242,127561,1211063,677782,533281,58410,30192,28218,25622,12927,12695,144462,74300,70162,176139,102864,73275,228216,140619,87597,164250,95011,69239,1256,684,572,8640,5838,2802,402878,214681,188197,1190,666,524
C2308,7,0,State - NCT OF DELHI,Urban,35-39,1287596,681717,605879,222080,71089,150991,1065516,610628,454888,51868,26730,25138,24974,12701,12273,138653,70136,68517,150101,88484,61617,209232,133177,76055,154991,93382,61609,1064,603,461,8236,5507,2729,325327,179338,145989,1070,570,500
C2308,7,0,State - NCT OF DELHI,Urban,40-44,1071235,576678,494557,210310,69260,141050,860925,507418,353507,40962,21347,19615,20931,11061,9870,116182,59891,56291,113439,67837,45602,169131,109777,59354,123922,78360,45562,840,472,368,7330,5206,2124,267185,152940,114245,1003,527,476
C2308,7,0,State - NCT OF DELHI,Urban,45-49,891537,484246,407291,183793,61040,122753,707744,423206,284538,33205,17342,15863,17876,9778,8098,96422,50664,45758,89265,54195,35070,139335,91358,47977,96891,62513,34378,847,538,309,6474,4896,1578,226568,131483,95085,861,439,422
C2308,7,0,State - NCT OF DELHI,Urban,50-54,673122,368305,304817,137187,45255,91932,535935,323050,212885,24440,12781,11659,12738,6928,5810,69367,35922,33445,60697,36643,24054,104938,68144,36794,65150,42812,22338,588,344,244,5335,3983,1352,192054,115161,76893,628,332,296
C2308,7,0,State - NCT OF DELHI,Urban,55-59,498593,263813,234780,107220,29686,77534,391373,234127,157246,18037,9180,8857,9658,4656,5002,50505,24207,26298,42096,24341,17755,74771,47730,27041,43962,28675,15287,457,277,180,4460,3204,1256,146871,91601,55270,556,256,300
C2308,7,0,State - NCT OF DELHI,Urban,60-64,460395,232403,227992,136954,39311,97643,323441,193092,130349,15971,7937,8034,12127,6030,6097,56030,27579,28451,40121,23214,16907,65086,41503,23583,31625,20838,10787,414,237,177,4474,2803,1671,97046,62700,34346,547,251,296
C2308,7,0,State - NCT OF DELHI,Urban,65-69,266329,136273,130056,76401,21680,54721,189928,114593,75335,9463,4831,4632,7317,3540,3777,31107,14640,16467,22567,12739,9828,42160,26893,15267,17656,11798,5858,455,171,284,3653,2309,1344,55185,37506,17679,365,166,199
C2308,7,0,State - NCT OF DELHI,Urban,70-74,184932,92776,92156,58217,16147,42070,126715,76629,50086,6476,3252,3224,5862,2721,3141,22487,10144,12343,14098,7448,6650,27858,18270,9588,10315,7161,3154,568,173,395,2259,1587,672,36506,25729,10777,286,144,142
C2308,7,0,State - NCT OF DELHI,Urban,75-79,98646,49466,49180,28827,7376,21451,69819,42090,27729,3529,1787,1742,3567,1630,1937,13275,5417,7858,7998,3880,4118,14826,9849,4977,4712,3351,1361,448,104,344,1020,745,275,20263,15245,5018,181,82,99
C2308,7,0,State - NCT OF DELHI,Urban,80+,110009,52379,57630,40421,10776,29645,69588,41603,27985,3963,1926,2037,4324,2073,2251,14779,6495,8284,8470,4391,4079,14298,9777,4521,4674,3157,1517,360,104,256,748,531,217,17735,13044,4691,237,105,132
C2308,7,0,State - NCT OF DELHI,Urban,Age not stated,16185,8894,7291,4460,2096,2364,11725,6798,4927,1998,1286,712,1383,766,617,1746,943,803,1475,862,613,1627,1022,605,1188,699,489,6,4,2,57,34,23,2099,1095,1004,146,87,59
C2308,8,0,State - RAJASTHAN,Total,All ages,68548437,35550997,32997440,30273155,11862585,18410570,38275282,23688412,14586870,1806164,1084848,721316,8083827,4423518,3660309,10524424,6143552,4380872,7319223,4788350,2530873,4610185,3168905,1441280,2515863,1752886,762977,7522,4801,2721,164634,129531,35103,3063282,2086247,977035,180158,105774,74384
C2308,8,0,State - RAJASTHAN,Total,0-6,10649504,5639176,5010328,10649504,5639176,5010328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,8,0,State - RAJASTHAN,Total,7,1523671,802370,721301,460716,221803,238913,1062955,580567,482388,20639,12822,7817,1032790,562425,470365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9526,5320,4206
C2308,8,0,State - RAJASTHAN,Total,8,1767805,932409,835396,301227,131326,169901,1466578,801083,665495,19950,12344,7606,1439346,784758,654588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7282,3981,3301
C2308,8,0,State - RAJASTHAN,Total,9,1403928,743492,660436,164830,67923,96907,1239098,675569,563529,15851,9602,6249,1051035,570046,480989,167763,93444,74319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,2477,1972
C2308,8,0,State - RAJASTHAN,Total,10,1973335,1046140,927195,249872,99137,150735,1723463,947003,776460,22477,13399,9078,1137363,616794,520569,557872,313641,244231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5751,3169,2582
C2308,8,0,State - RAJASTHAN,Total,11,1520709,809002,711707,138238,50187,88051,1382471,758815,623656,17971,10528,7443,536515,285010,251505,824032,461087,362945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3953,2190,1763
C2308,8,0,State - RAJASTHAN,Total,12,1799936,955169,844767,189710,64001,125709,1610226,891168,719058,23751,13223,10528,368631,191055,177576,1022531,572772,449759,190730,111591,79139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583,2527,2056
C2308,8,0,State - RAJASTHAN,Total,13,1523295,795839,727456,148262,45740,102522,1375033,750099,624934,21970,11775,10195,173113,83324,89789,779554,425976,353578,396791,227062,169729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,1962,1643
C2308,8,0,State - RAJASTHAN,Total,14,1563243,824546,738697,161841,49330,112511,1401402,775216,626186,26164,13559,12605,115940,52697,63243,566664,305167,261497,688896,401723,287173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3738,2070,1668
C2308,8,0,State - RAJASTHAN,Total,15,1619644,867769,751875,197377,63517,133860,1422267,804252,618015,32758,17333,15425,96840,43667,53173,417861,221721,196140,564090,334622,229468,306729,184664,122065,0,0,0,0,0,0,0,0,0,0,0,0,3989,2245,1744
C2308,8,0,State - RAJASTHAN,Total,16,1555943,831610,724333,193777,59600,134177,1362166,772010,590156,36176,19160,17016,80662,35227,45435,321525,163736,157789,430120,254178,175942,489693,297482,192211,0,0,0,0,0,0,0,0,0,0,0,0,3990,2227,1763
C2308,8,0,State - RAJASTHAN,Total,17,1235765,666499,569266,147961,42996,104965,1087804,623503,464301,33053,17893,15160,54704,24277,30427,217334,108915,108419,260940,151881,109059,518562,318701,199861,0,0,0,0,0,0,0,0,0,0,0,0,3211,1836,1375
C2308,8,0,State - RAJASTHAN,Total,18,1757598,931689,825909,302947,82869,220078,1454651,848820,605831,55705,30735,24970,87577,41205,46372,330720,172799,157921,314252,185006,129246,300645,190485,110160,348176,216102,132074,371,219,152,12399,9512,2887,0,0,0,4806,2757,2049
C2308,8,0,State - RAJASTHAN,Total,19,1145067,592307,552760,189451,43391,146060,955616,548916,406700,38647,21008,17639,50897,23224,27673,195751,98450,97301,191618,109342,82276,157567,97450,60117,305010,188079,116931,338,204,134,12558,9311,3247,0,0,0,3230,1848,1382
C2308,8,0,State - RAJASTHAN,Total,20-24,6426494,3377483,3049011,1478273,359330,1118943,4948221,3018153,1930068,251955,146710,105245,301607,151291,150316,1162572,649005,513567,1058699,666009,392690,624724,405726,218998,777982,519772,258210,1949,1123,826,54435,42494,11941,695038,424844,270194,19260,11179,8081
C2308,8,0,State - RAJASTHAN,Total,25-29,5348497,2763059,2585438,1664162,410620,1253542,3684335,2352439,1331896,233792,140111,93681,262377,135192,127185,907367,538184,369183,809871,548568,261303,471827,325533,146294,289527,208909,80618,1112,693,419,20469,16402,4067,671930,429503,242427,16063,9344,6719
C2308,8,0,State - RAJASTHAN,Total,30-34,4722683,2384569,2338114,1813709,459975,1353734,2908974,1924594,984380,194711,116516,78195,239113,126799,112314,715497,435167,280330,651128,465422,185706,393414,286371,107043,223792,166004,57788,672,435,237,12324,9488,2836,463937,309955,153982,14386,8437,5949
C2308,8,0,State - RAJASTHAN,Total,35-39,4334564,2201790,2132774,1928554,536668,1391886,2406010,1665122,740888,169330,103719,65611,214273,122582,91691,589448,376638,212810,540412,405827,134585,349600,264842,84758,179749,138873,40876,603,403,200,10157,7783,2374,338841,236398,102443,13597,8057,5540
C2308,8,0,State - RAJASTHAN,Total,40-44,3735355,1926916,1808439,1866346,594410,1271936,1869009,1332506,536503,139799,87211,52588,184294,115146,69148,452711,298709,154002,392960,299676,93284,286624,224015,62609,127860,101164,26696,552,352,200,9984,7909,2075,262153,190917,71236,12072,7407,4665
C2308,8,0,State - RAJASTHAN,Total,45-49,3145404,1608512,1536892,1705218,565221,1139997,1440186,1043291,396895,114297,72079,42218,157069,104437,52632,359836,244936,114900,275555,209233,66322,216848,170705,46143,89078,70981,18097,481,347,134,8395,6836,1559,208248,157341,50907,10379,6396,3983
C2308,8,0,State - RAJASTHAN,Total,50-54,2516808,1345007,1171801,1426540,533298,893242,1090268,811709,278559,88959,58383,30576,127527,90051,37476,286718,203940,82778,198257,152854,45403,160073,128350,31723,58507,47155,11352,350,250,100,6569,5296,1273,155131,120083,35048,8177,5347,2830
C2308,8,0,State - RAJASTHAN,Total,55-59,1897449,935866,961583,1141921,376173,765748,755528,559693,195835,64666,40995,23671,92827,64323,28504,198915,139347,59568,127985,97489,30496,115126,93869,21257,40763,33639,7124,294,215,79,5392,4329,1063,103746,81912,21834,5814,3575,2239
C2308,8,0,State - RAJASTHAN,Total,60-64,1770139,884024,886115,1174391,435178,739213,595748,448846,146902,56093,36247,19846,87379,63376,24003,168387,121032,47355,90646,68746,21900,87396,73170,14226,28887,24594,4293,220,153,67,4375,3685,690,66676,54223,12453,5689,3620,2069
C2308,8,0,State - RAJASTHAN,Total,65-69,1260376,589471,670905,883989,307468,576521,376387,282003,94384,38367,24109,14258,62614,45610,17004,105261,75349,29912,51791,38376,13415,54633,45473,9160,18248,15482,2766,183,132,51,3562,3099,463,37790,31937,5853,3938,2436,1502
C2308,8,0,State - RAJASTHAN,Total,70-74,1016915,490011,526904,765119,296348,468771,251796,193663,58133,29698,19044,10654,48705,37225,11480,71114,53228,17886,29947,22780,7167,32120,27379,4741,9633,8319,1314,157,105,52,2155,1900,255,24854,21497,3357,3413,2186,1227
C2308,8,0,State - RAJASTHAN,Total,75-79,477655,216016,261639,358191,125960,232231,119464,90056,29408,14536,8897,5639,24579,18129,6450,33048,24033,9015,13444,10114,3330,14941,12819,2122,4044,3436,608,82,57,25,734,622,112,12396,10919,1477,1660,1030,630
C2308,8,0,State - RAJASTHAN,Total,80+,587053,252741,334312,456896,158803,298093,130157,93938,36219,17703,10491,7212,27092,19959,7133,37467,26727,10740,16171,11819,4352,13731,11082,2649,4514,3480,1034,127,94,33,487,380,107,10722,8671,2051,2143,1235,908
C2308,8,0,State - RAJASTHAN,Total,Age not stated,269602,137515,132087,114133,42137,71996,155469,95378,60091,27146,16955,10191,28958,15689,13269,34476,19549,14927,24920,16032,8888,15932,10789,5143,10093,6897,3196,31,19,12,639,485,154,11820,8047,3773,1454,916,538
C2308,8,0,State - RAJASTHAN,Rural,All ages,51500352,26641747,24858605,25028566,9737158,15291408,26471786,16904589,9567197,1271420,791987,479433,6350821,3506792,2844029,8056837,4849831,3207006,5238474,3592691,1645783,2791953,2044266,747687,1404512,1059146,345366,2778,1991,787,89338,71962,17376,1130814,905012,225802,134839,80911,53928
C2308,8,0,State - RAJASTHAN,Rural,0-6,8414883,4446599,3968284,8414883,4446599,3968284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,8,0,State - RAJASTHAN,Rural,7,1188113,624090,564023,375931,179076,196855,812182,445014,367168,15197,9452,5745,789466,431352,358114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7519,4210,3309
C2308,8,0,State - RAJASTHAN,Rural,8,1401479,736168,665311,249259,106434,142825,1152220,629734,522486,15418,9527,5891,1130906,616991,513915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5896,3216,2680
C2308,8,0,State - RAJASTHAN,Rural,9,1092828,575854,516974,133055,52846,80209,959773,523008,436765,12119,7297,4822,819407,443070,376337,124729,70703,54026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3518,1938,1580
C2308,8,0,State - RAJASTHAN,Rural,10,1555926,820171,735755,203585,77340,126245,1352341,742831,609510,17531,10329,7202,908838,489901,418937,421401,240114,181287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4571,2487,2084
C2308,8,0,State - RAJASTHAN,Rural,11,1181835,627418,554417,111241,37955,73286,1070594,589463,481131,13858,7992,5866,429550,226491,203059,624105,353295,270810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081,1685,1396
C2308,8,0,State - RAJASTHAN,Rural,12,1414659,748140,666519,155760,48905,106855,1258899,699235,559664,18772,10326,8446,298873,152835,146038,800925,451672,349253,136708,82446,54262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621,1956,1665
C2308,8,0,State - RAJASTHAN,Rural,13,1176802,614099,562703,120617,34300,86317,1056185,579799,476386,17476,9161,8315,138902,65397,73505,614132,336829,277303,282931,166926,116005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744,1486,1258
C2308,8,0,State - RAJASTHAN,Rural,14,1207967,636904,571063,132447,37268,95179,1075520,599636,475884,21080,10735,10345,94371,41586,52785,460050,247578,212472,497138,298141,198997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881,1596,1285
C2308,8,0,State - RAJASTHAN,Rural,15,1241255,664544,576711,161061,48052,113009,1080194,616492,463702,26270,13686,12584,79153,34366,44787,341741,180955,160786,425311,256820,168491,204635,128934,75701,0,0,0,0,0,0,0,0,0,0,0,0,3084,1731,1353
C2308,8,0,State - RAJASTHAN,Rural,16,1190644,636615,554029,159509,45242,114267,1031135,591373,439762,28946,15201,13745,66324,27969,38355,265772,135105,130667,337896,202455,135441,329110,208915,120195,0,0,0,0,0,0,0,0,0,0,0,0,3087,1728,1359
C2308,8,0,State - RAJASTHAN,Rural,17,909561,490892,418669,119636,31354,88282,789925,459538,330387,25573,13713,11860,43696,18725,24971,175402,87337,88065,203199,119724,83475,339716,218705,121011,0,0,0,0,0,0,0,0,0,0,0,0,2339,1334,1005
C2308,8,0,State - RAJASTHAN,Rural,18,1326719,700636,626083,252650,62882,189768,1074069,637754,436315,43685,24099,19586,71171,32717,38454,270557,141271,129286,246936,147504,99432,217719,142162,75557,211730,141142,70588,171,112,59,8499,6688,1811,0,0,0,3601,2059,1542
C2308,8,0,State - RAJASTHAN,Rural,19,828756,425396,403360,157448,32097,125351,671308,393299,278009,29291,15864,13427,40245,17914,22331,156769,78559,78210,146685,85031,61654,111843,71095,40748,175753,117137,58616,136,90,46,8267,6289,1978,0,0,0,2319,1320,999
C2308,8,0,State - RAJASTHAN,Rural,20-24,4682761,2471674,2211087,1244374,283359,961015,3438387,2188315,1250072,185893,111090,74803,242027,121838,120189,927852,528387,399465,798778,520539,278239,419856,287531,132325,482659,347179,135480,758,504,254,35184,28131,7053,331349,234867,96482,14031,8249,5782
C2308,8,0,State - RAJASTHAN,Rural,25-29,3832693,1981853,1850840,1410165,337349,1072816,2422528,1644504,778024,161901,101155,60746,210959,111904,99055,708848,437017,271831,586226,419039,167187,282985,212272,70713,167891,132381,35510,448,324,124,11239,9048,2191,280286,214388,65898,11745,6976,4769
C2308,8,0,State - RAJASTHAN,Rural,30-34,3412817,1716111,1696706,1540730,386658,1154072,1872087,1329453,542634,133640,83758,49882,190395,105347,85048,547779,351135,196644,463873,354223,109650,225341,181467,43874,118663,98461,20202,270,192,78,6102,4660,1442,175324,143762,31562,10700,6448,4252
C2308,8,0,State - RAJASTHAN,Rural,35-39,3130395,1585834,1544561,1632144,456634,1175510,1498251,1129200,369051,114572,74311,40261,167380,101068,66312,433392,297127,136265,371413,303323,68090,191305,163890,27415,89200,78237,10963,235,182,53,4551,3566,985,116139,101309,14830,10064,6187,3877
C2308,8,0,State - RAJASTHAN,Rural,40-44,2704801,1390594,1314207,1585042,513986,1071056,1119759,876608,243151,93399,62139,31260,142723,95057,47666,322770,231941,90829,258136,217660,40476,149816,134055,15761,59637,53934,5703,193,137,56,4459,3693,766,79714,72315,7399,8912,5677,3235
C2308,8,0,State - RAJASTHAN,Rural,45-49,2265671,1150068,1115603,1449722,493627,956095,815949,656441,159508,74506,50404,24102,119445,85716,33729,246036,186354,59682,167820,144395,23425,104573,95765,8808,36672,33844,2828,169,129,40,3234,2834,400,55834,52080,3754,7660,4920,2740
C2308,8,0,State - RAJASTHAN,Rural,50-54,1817629,968094,849535,1217406,470047,747359,600223,498047,102176,57264,40594,16670,96256,73841,22415,193252,154049,39203,116426,102813,13613,72276,67462,4814,21248,19884,1364,95,68,27,1997,1736,261,35388,33431,1957,6021,4169,1852
C2308,8,0,State - RAJASTHAN,Rural,55-59,1383879,668669,715210,980435,334733,645702,403444,333936,69508,41399,28150,13249,68736,52684,16052,131135,105142,25993,72209,64102,8107,50152,47428,2724,13315,12644,671,79,67,12,1552,1373,179,20651,19614,1037,4216,2732,1484
C2308,8,0,State - RAJASTHAN,Rural,60-64,1343329,666272,677057,1013789,389716,624073,329540,276556,52984,37420,25955,11465,64840,52108,12732,111047,91488,19559,50487,45152,5335,38175,36578,1597,9129,8781,348,55,49,6,1299,1223,76,12929,12408,521,4159,2814,1345
C2308,8,0,State - RAJASTHAN,Rural,65-69,971320,448876,522444,763986,276436,487550,207334,172440,34894,25590,17270,8320,45237,37097,8140,67571,56250,11321,27973,24339,3634,22616,21005,1611,6267,5711,556,41,31,10,1297,1241,56,7896,7604,292,2846,1892,954
C2308,8,0,State - RAJASTHAN,Rural,70-74,795430,382456,412974,659162,266345,392817,136268,116111,20157,20027,13797,6230,34403,29587,4816,43744,37941,5803,15049,13519,1530,11598,11075,523,3038,2821,217,41,32,9,826,794,32,5080,4860,220,2462,1685,777
C2308,8,0,State - RAJASTHAN,Rural,75-79,364642,162014,202628,305822,112624,193198,58820,49390,9430,9198,6075,3123,16069,13650,2419,18588,16121,2467,5924,5344,580,4613,4318,295,985,907,78,31,27,4,256,236,20,2018,1933,85,1138,779,359
C2308,8,0,State - RAJASTHAN,Rural,80+,449071,193050,256021,380961,139377,241584,68110,53673,14437,11275,7267,4008,17367,14479,2888,21190,17207,3983,7992,6385,1607,4753,4024,729,1700,1363,337,43,42,1,161,137,24,2135,1851,284,1494,918,576
C2308,8,0,State - RAJASTHAN,Rural,Age not stated,214487,108656,105831,97746,35917,61829,116741,72739,44002,20120,12640,7480,24082,13102,10980,28050,16254,11796,19364,12811,6553,10871,7585,3286,6625,4720,1905,13,5,8,415,313,102,6071,4590,1481,1130,719,411
C2308,8,0,State - RAJASTHAN,Urban,All ages,17048085,8909250,8138835,5244589,2125427,3119162,11803496,6783823,5019673,534744,292861,241883,1733006,916726,816280,2467587,1293721,1173866,2080749,1195659,885090,1818232,1124639,693593,1111351,693740,417611,4744,2810,1934,75296,57569,17727,1932468,1181235,751233,45319,24863,20456
C2308,8,0,State - RAJASTHAN,Urban,0-6,2234621,1192577,1042044,2234621,1192577,1042044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,8,0,State - RAJASTHAN,Urban,7,335558,178280,157278,84785,42727,42058,250773,135553,115220,5442,3370,2072,243324,131073,112251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1110,897
C2308,8,0,State - RAJASTHAN,Urban,8,366326,196241,170085,51968,24892,27076,314358,171349,143009,4532,2817,1715,308440,167767,140673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,765,621
C2308,8,0,State - RAJASTHAN,Urban,9,311100,167638,143462,31775,15077,16698,279325,152561,126764,3732,2305,1427,231628,126976,104652,43034,22741,20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,539,392
C2308,8,0,State - RAJASTHAN,Urban,10,417409,225969,191440,46287,21797,24490,371122,204172,166950,4946,3070,1876,228525,126893,101632,136471,73527,62944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,682,498
C2308,8,0,State - RAJASTHAN,Urban,11,338874,181584,157290,26997,12232,14765,311877,169352,142525,4113,2536,1577,106965,58519,48446,199927,107792,92135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,505,367
